gene_name	DDdenovo_syn	DDdenovo_mis	DDdenovo_stopgain	gnomAD_syn	gnomAD_mis	gnomAD_stopgain
NUDT19	0	0	0	56	149	5
EAPP	1	0	0	19	74	3
HPN	0	1	0	52	66	0
DALRD3	1	0	0	64	128	6
PCSK2	0	1	0	65	74	1
USF1	0	2	0	29	37	1
SMIM20	0	0	0	3	10	0
ANKHD1-EIF4EBP3	2	7	0	183	320	1
HTATIP2	0	1	0	18	48	4
SMTN	3	3	0	93	246	6
H1-0	0	0	0	25	20	0
GPCPD1	1	0	0	55	98	1
COMMD10	3	0	0	20	35	3
KLF7	0	6	0	36	47	0
OR4Q3	0	0	0	48	90	5
CALM1	1	2	0	11	1	0
NOP14	0	2	1	88	209	8
CRYZ	0	1	0	22	70	5
ZNF518B	0	4	1	87	244	7
DUSP7	0	0	0	59	55	1
ENSG00000284526	0	0	0	29	44	2
KBTBD13	1	1	0	83	166	2
PRAMEF4	0	0	0	42	101	3
ST6GALNAC2	1	1	0	50	94	4
USP37	1	1	0	57	146	1
RIIAD1	0	0	0	10	19	2
GLB1L	0	1	0	40	139	9
ENSG00000282988	0	0	0	0	0	0
OR14J1	1	1	0	0	0	0
GRB14	2	0	0	49	106	1
GOLPH3	0	1	0	34	43	1
SNX24	0	0	0	15	36	1
ATP4B	0	1	0	45	88	3
ATP5F1A	0	3	0	54	79	2
MTMR14	0	0	0	72	134	7
ENSG00000267303	0	0	0	20	43	0
TOP2A	1	4	0	95	194	5
SIM2	0	1	0	91	140	1
MTSS1	1	0	0	68	131	2
GSTA1	0	0	0	21	73	0
NOS1	2	4	0	179	234	1
PPM1N	0	0	0	42	86	3
GEM	1	0	0	25	74	5
BTBD8	2	0	0	109	301	5
FLVCR1	0	0	0	55	97	3
ARHGEF10	2	2	1	0	0	0
C9orf153	0	0	0	10	12	0
AGPAT2	0	2	0	54	87	3
TNN	2	3	0	150	295	14
OR8J1	0	1	0	2	4	0
C22orf31	0	0	0	27	53	5
CFHR4	0	2	0	41	108	8
ZNF260	0	0	0	25	58	2
PLEKHG2	0	3	0	145	338	6
DACT1	1	3	1	106	198	2
RAB12	1	0	0	42	72	0
ACTL7A	1	2	1	42	108	3
FAM193B	0	2	1	91	181	1
GART	2	5	1	62	134	4
NIPSNAP3B	0	1	0	21	56	2
MARCO	0	1	0	69	111	4
OR4B1	2	1	0	32	100	4
MS4A7	0	0	0	13	51	0
RPS16	0	1	1	27	24	0
SLC4A11	2	4	0	145	210	5
CYP11A1	0	1	0	42	100	4
ZIC1	0	3	2	61	54	0
TAP2	1	0	0	0	0	0
PPP1R17	0	0	0	18	48	0
GBA2	0	2	0	67	176	9
TNIP1	0	2	0	61	137	0
PRKCSH	1	2	0	70	122	1
ARHGAP30	0	1	0	82	228	1
CCDC142	0	0	0	62	131	6
BRI3	0	0	0	25	25	0
TMEM125	1	1	0	38	73	1
CCDC187	0	0	0	309	561	19
FAS	0	0	0	22	57	0
PVR	0	2	0	33	78	5
SANBR	1	1	0	52	135	3
ENSG00000268655	0	0	0	37	89	3
BRD9	0	2	0	74	114	2
ZSCAN1	1	1	0	59	136	7
FAM114A2	0	1	0	40	86	5
SPR	0	2	0	35	58	5
GARIN1A	0	2	0	23	63	1
HECTD2	0	3	0	56	77	1
SYVN1	1	0	0	58	103	2
ASB17	0	0	0	18	51	3
ENSG00000279983	0	0	0	3	8	2
EIF4B	1	1	0	44	95	0
KCNC2	0	4	0	69	69	0
APAF1	0	1	0	78	188	7
TOE1	0	1	0	42	93	2
PSIP1	0	1	0	38	88	0
WDR73	0	0	0	35	81	11
ODAD4	0	0	0	53	111	2
LOX	0	1	0	45	74	0
ENSG00000273171	0	3	0	13	51	3
RBM20	2	2	0	126	288	4
GALNT3	0	1	0	38	116	8
IVL	0	0	0	53	122	8
ALG3	0	2	0	57	96	2
MEIOC	0	0	0	54	135	0
MYO9B	10	8	0	302	453	2
CYP3A7-CYP3A51P	0	0	0	34	96	5
PCGF1	0	0	0	16	22	0
HINT3	0	0	0	11	33	2
PIGV	0	0	0	52	94	6
TOR1A	0	0	0	27	54	2
ENSG00000289025	0	0	0	1	2	0
RASGRP1	0	4	1	68	93	1
VGF	1	0	0	83	149	0
MEMO1	1	1	0	23	23	0
RNF212	0	1	0	35	63	1
SIX6	0	0	0	25	40	1
LCE7A	0	0	0	7	23	1
RPS6KA4	0	2	0	96	120	2
BMPR1B	0	3	0	44	108	0
NSMCE2	0	0	0	15	44	0
ASF1B	0	1	0	26	36	0
TXN	0	1	0	13	9	0
SPINK8	0	0	0	1	18	0
WFDC11	0	0	0	4	22	2
USP17L20	0	0	0	0	0	0
SELENON	0	0	0	0	0	0
CFAP298	1	0	0	28	60	2
TLCD4	0	0	0	13	33	0
IKBIP	0	0	0	24	73	3
PHRF1	3	5	1	0	0	0
MAN1C1	2	0	0	66	139	5
UPP1	0	0	0	31	75	4
TNFSF12	1	2	0	32	47	2
CFI	0	1	0	46	127	2
CFAP276	0	0	0	11	32	3
ENSG00000286007	0	1	0	6	24	0
LMO1	1	0	0	20	32	0
PGA3	0	0	0	4	6	0
OR12D3	0	0	0	0	0	0
ZRANB1	0	3	0	48	93	0
LYPD5	0	1	0	13	55	3
RER1	1	1	0	24	22	1
LMO3	0	2	0	12	6	0
SNAPC3	0	0	0	52	96	4
PLEKHH1	0	0	0	115	251	8
SERPINB5	0	0	0	33	70	2
ZNF266	0	0	0	45	145	10
RERE	2	12	0	258	341	2
ENSG00000289281	0	0	0	38	70	1
UGGT1	2	5	1	117	237	8
H2BN1	0	0	0	11	27	2
MS4A3	0	0	0	17	44	2
MTCL1	2	2	0	261	575	6
SYT6	0	1	0	44	122	3
PNO1	1	0	0	23	49	3
SEC24A	1	5	0	92	214	8
PRCP	0	3	0	39	87	4
OXTR	0	3	0	50	84	1
PRM1	0	0	0	10	21	1
KRT80	0	1	0	50	136	3
TRPC6	2	1	0	84	160	8
TCP10L	0	0	0	23	45	5
SLC7A8	0	1	0	55	116	1
ZNF790	1	1	0	39	121	10
SAMD13	0	1	0	5	12	0
WDR11	1	3	0	84	209	5
ENSG00000254732	0	0	0	0	0	0
NCAM2	0	3	1	77	123	3
VPS18	0	3	0	110	222	5
NPSR1	1	0	0	39	87	7
ATXN10	2	2	0	45	94	2
CCNL2	0	2	0	53	117	4
LPXN	1	0	0	30	79	1
MYH3	1	10	0	193	320	12
EMC3	0	0	0	28	29	0
AVL9	0	2	0	53	113	4
PCDHA8	1	0	0	131	241	5
LCE2B	0	0	0	23	43	0
SCAPER	1	2	0	109	173	13
BDH2	0	0	0	25	43	0
TRAF7	0	22	1	109	107	1
GPER1	0	3	0	66	104	0
SNURF	0	0	0	6	21	0
ENSG00000269741	0	0	0	20	57	2
HABP2	2	3	0	62	143	7
OXNAD1	0	0	0	24	68	4
HECA	0	0	0	63	91	0
UTP23	0	0	0	19	44	2
FBXL2	0	1	0	38	49	1
ITPR2	1	13	0	216	396	10
AP5S1	1	0	0	17	77	2
AIFM2	0	0	0	46	93	2
SLC23A2	1	2	0	77	71	2
PHTF1	0	2	0	50	123	14
MCC	0	3	1	130	277	5
RRAS	0	3	0	34	68	5
MORF4L1	0	2	0	24	36	0
GYPB	0	0	0	13	39	2
C7orf25	2	3	0	35	57	2
SLC39A12	0	5	0	66	128	3
CALM2	0	1	0	7	2	0
GPRIN3	0	0	0	71	197	6
DGCR2	2	2	0	76	144	2
ZNF366	2	0	0	70	178	2
DMRT2	0	0	0	85	182	2
TRIM45	0	0	0	49	127	4
MRI1	0	1	0	39	103	1
EIF5A2	0	2	0	7	17	1
SDHD	0	0	0	9	23	0
AMHR2	0	0	0	50	107	9
GOLGA8H	0	0	0	0	0	0
WDR37	0	12	0	59	80	1
RBCK1	1	0	0	66	100	2
EIPR1	0	1	0	48	64	3
LOXHD1	1	6	0	262	608	24
ERBB3	1	2	0	101	237	6
RAB22A	0	0	0	18	28	0
OR5M1	1	1	0	25	52	2
SMAD9	0	4	0	44	84	5
MARCHF5	0	0	0	19	26	0
ABCB11	1	5	0	84	178	4
OBI1	0	2	1	46	118	10
SRP14	0	0	0	10	18	1
PDIA3	0	1	0	35	92	0
CD37	1	0	0	30	52	1
FLNB	0	9	0	286	535	7
MIEF2	0	2	0	60	130	0
GP6	1	1	0	0	0	0
ESD	0	0	0	19	45	1
MN1	1	2	7	153	226	1
CBS	1	1	0	0	0	0
MAFG	0	1	0	31	26	0
UGT1A8	0	1	0	66	137	5
ACBD6	0	1	0	20	50	2
PPP2R5A	0	2	0	33	43	0
FAF2	0	2	0	36	56	0
VIM	1	0	0	42	82	0
WARS2	0	0	0	30	69	3
ENSG00000291302	0	0	0	0	0	0
PAK1	0	4	0	49	42	1
CLDN25	0	1	0	19	41	2
MAML3	0	2	0	109	221	0
KRT78	0	2	0	60	134	6
VIPAS39	0	2	0	33	104	4
OAS3	1	1	0	117	235	8
WFS1	3	9	1	230	413	13
MUC22	0	0	0	0	0	0
CD3D	0	0	0	13	31	3
TLR9	1	2	0	132	186	4
PRIM2	0	4	0	25	70	8
CALHM2	0	0	0	52	99	6
TNFRSF13B	0	1	0	28	89	9
C5AR1	1	1	0	46	85	5
LHX5	1	1	0	39	58	1
ASB2	1	2	0	0	0	0
APOA4	0	1	0	52	122	4
ITGA11	1	1	0	170	275	3
HAMP	0	0	0	9	18	2
AKR1C2	0	0	0	29	45	4
KLHL18	0	1	0	54	91	2
KLF5	0	0	0	48	77	1
TDRD9	3	2	0	143	266	9
SERF2	0	0	0	4	4	0
CPT1A	3	0	0	87	147	3
CCL2	0	1	0	9	15	0
TUBB4A	0	2	0	72	31	1
EIF4E	0	0	0	13	15	0
GALNT2	2	2	0	52	110	1
L3HYPDH	2	0	0	27	90	1
OR8J2	0	0	0	0	0	0
C15orf39	1	3	0	105	224	4
BSND	0	2	0	41	67	2
AUH	0	0	0	33	69	5
SERPINA10	0	1	1	0	0	0
CST9L	0	0	0	11	39	1
ZMYM1	0	2	0	75	151	4
TSNARE1	1	1	0	65	171	13
PODXL2	0	0	0	55	87	2
MYL6B	2	0	0	17	40	1
ROPN1L	0	0	0	20	51	2
CFAP144	0	0	0	11	28	1
TMEM184B	1	0	0	59	70	0
ANKHD1	2	7	0	169	307	0
METAP2	0	1	0	38	53	1
SMOX	2	0	0	80	114	1
ANO1	0	3	0	117	212	4
GAPT	1	0	0	16	40	1
ENSG00000255330	0	4	0	98	146	2
MYO19	2	2	0	0	0	0
CIBAR1	0	1	0	26	47	9
ITPRID1	0	1	0	97	206	6
DDX39A	0	1	0	57	46	0
TFB1M	0	0	0	28	73	4
MBD3L4	0	0	0	0	0	0
ARHGAP33	1	1	0	148	263	4
PPP1R1A	1	2	0	13	34	1
OR1E1	0	0	0	17	36	2
EFCAB10	0	0	0	16	28	2
BFSP2	0	0	0	40	90	3
NBEA	0	6	1	230	366	3
CLEC2B	1	2	0	9	18	2
P2RY12	0	1	0	30	56	0
JOSD2	1	0	0	27	44	1
CST3	0	0	0	15	39	2
FREY1	0	0	0	10	39	1
PRCD	0	1	0	4	11	2
CRYBB3	0	1	0	24	73	4
ATP6V1C1	0	1	0	32	48	1
LRP1	8	19	0	584	692	1
MICB	0	0	0	0	0	0
TPTE2	0	0	0	47	111	8
NMU	0	0	0	13	37	2
ADH1A	1	0	0	34	69	1
PAIP2	0	0	0	6	16	1
ARFGEF1	1	5	0	131	198	3
ANXA13	0	0	0	40	73	2
ABHD16A	0	8	0	0	0	0
KCNC1	0	7	0	70	59	1
GOLGA5	0	2	0	62	121	2
TMEM126A	0	0	0	13	36	2
GPRIN2	0	4	0	0	0	0
AFTPH	0	0	0	62	147	1
INPP5D	0	1	0	130	175	1
ANKRD30B	0	0	0	91	230	19
MMP9	0	3	0	73	150	5
ARFRP1	0	0	0	38	38	2
FAM131C	0	0	0	24	48	0
CCND1	1	0	0	34	41	0
CHRNB1	0	1	0	40	87	4
ZNF808	0	0	0	60	193	4
MIPEP	0	1	0	47	159	5
IFNL4	0	0	0	0	0	0
SLITRK1	0	2	0	56	118	0
GABRA6	0	0	0	46	78	7
CYP2C19	0	2	0	67	172	5
GPR61	0	1	0	38	75	0
OR6J1	0	0	0	33	74	2
HNF4G	0	1	0	29	75	0
ALDOB	0	0	0	30	96	2
KLK14	1	1	0	32	66	0
CCDC115	0	0	0	14	40	2
MYSM1	1	3	1	53	132	4
C11orf24	1	0	0	47	113	0
PRXL2C	0	1	0	23	52	4
ZBTB4	1	1	0	125	198	0
BIRC5	0	1	0	16	23	0
RBFOX1	2	3	0	66	91	0
MRPL30	0	0	0	12	30	1
C3orf70	0	2	0	29	55	3
BMP8B	0	0	0	42	56	3
XRCC5	0	0	0	50	74	0
PARP11	0	0	0	29	51	4
TEX35	0	0	0	18	42	0
NBEAL1	3	8	0	159	469	16
TNIP2	1	0	0	50	103	1
PRX	2	5	0	160	357	11
CCDC6	0	3	0	47	64	0
SLX1B	0	0	0	0	0	0
AMN1	0	0	0	15	28	1
OR5AK2	0	0	0	35	77	3
NSMCE4A	0	2	0	25	68	2
SLCO2A1	0	3	0	65	131	3
ZNF395	0	1	0	50	101	2
CRISP1	2	0	0	25	54	7
BLK	3	0	0	80	169	6
CCN4	0	0	0	51	95	3
PTPN22	2	1	1	55	140	5
ROBO2	0	2	1	118	285	6
CYRIB	0	1	0	21	20	1
SLC38A1	1	1	0	37	67	1
GORASP1	0	1	0	32	82	2
SLC39A9	1	1	0	18	42	1
SRRM2	4	7	5	407	974	2
C1orf174	0	1	0	20	68	3
KCNN1	0	4	0	82	102	0
IDH3B	1	0	0	38	61	6
WDR48	0	1	2	56	65	1
LRRC75B	0	0	0	37	97	6
ARMH1	1	3	0	39	78	4
PPIL3	0	0	0	7	32	0
ENSG00000288534	1	0	0	11	27	1
FABP2	0	0	0	9	24	1
TMEM42	0	2	0	22	28	1
CCNH	0	0	0	23	62	2
SMURF1	2	5	0	96	76	2
CROT	0	1	0	41	134	14
ATP6V1C2	0	1	0	37	88	3
GSG1L	0	3	0	42	71	1
ENSG00000255292	0	0	0	12	31	0
CFAP20	0	0	0	13	31	3
LRRC32	0	0	0	87	156	1
ENSG00000285641	0	0	0	13	42	2
PLRG1	0	0	0	33	54	2
MAP3K1	2	4	1	140	263	0
RABL3	0	0	0	20	44	1
TRMT44	1	7	0	83	177	17
ADCY3	1	1	0	139	203	3
SP3	0	0	0	89	125	0
GTF3C6	0	0	0	12	27	3
SPRR2F	0	0	0	10	14	1
SNX21	1	0	0	47	87	2
CFHR3	0	0	0	17	50	4
MCHR1	0	0	1	57	94	1
CLEC17A	0	1	0	24	69	1
AGFG1	0	0	0	37	80	0
WDR41	1	0	1	34	84	6
A1CF	0	0	0	47	89	6
PRKAA2	0	1	0	37	71	4
PCDHGA9	0	0	0	96	196	6
OR4F17	0	0	0	0	0	0
STX18	1	0	0	26	59	3
ENSG00000285897	0	3	0	61	139	3
ERBIN	0	1	0	97	242	4
ANKRD9	0	0	0	44	69	2
STRADA	1	1	1	43	70	4
TBATA	0	1	0	47	85	2
VAMP1	0	0	0	10	9	1
ASCL1	0	0	0	40	40	0
IFT74	0	3	0	50	138	5
WIZ	2	1	0	234	445	0
MAPK1	0	2	0	43	13	0
KCNS2	0	2	0	39	74	1
RNFT1	0	0	0	22	85	2
DCST1	3	0	0	58	177	7
TLK1	1	2	0	50	67	3
CXCL9	0	0	0	5	20	2
SLC33A1	0	1	0	49	67	2
ZNF684	0	1	0	24	65	3
GBA1	0	0	0	0	0	0
WDR91	0	3	0	86	156	4
SAP25	0	0	0	27	74	1
ZNF484	0	1	0	46	117	5
ACOT2	0	0	0	42	68	2
TDRD5	1	1	0	79	153	1
NFKBIE	0	1	0	40	40	2
OR51Q1	0	1	0	38	97	5
FEV	0	1	0	26	40	0
TCF24	0	0	0	25	31	2
DSC2	1	0	0	69	193	5
PSMB1	0	0	0	18	50	0
DIS3	2	1	0	65	182	9
LAD1	0	3	0	42	146	5
FAM131A	0	1	0	41	73	3
RNF216	1	2	0	97	207	2
MYEOV	0	1	0	31	91	4
OPRD1	0	0	0	49	77	2
TPRG1	0	2	0	23	57	0
ABCE1	0	1	0	42	41	2
GPATCH1	1	0	0	92	182	7
NOP53	3	0	0	89	157	1
GLI4	0	0	0	52	105	3
SDC2	0	0	0	23	36	0
NRIP1	1	4	0	98	228	2
EHHADH	2	1	0	60	133	11
CPD	0	0	0	91	213	5
ZNF66	0	0	0	10	29	0
C2CD2L	1	3	0	65	145	1
SMC4	0	3	0	90	222	3
ITIH1	0	1	0	103	210	8
DENND4A	1	3	1	110	229	3
CFAP61	0	3	1	124	272	9
STX19	1	0	0	11	52	2
SUCLG2	0	0	0	33	100	2
PRL	0	0	0	26	41	3
SLC16A12	0	1	0	32	89	2
ZSCAN18	0	1	0	69	113	1
CCDC183	0	0	1	59	138	6
RXFP2	0	1	0	58	122	6
CD180	0	0	0	61	131	7
IL11RA	0	0	0	30	94	6
LHFPL6	0	0	0	20	40	0
TTC27	0	2	0	67	182	11
PPFIA3	1	5	0	98	142	2
LDHC	0	0	1	25	55	3
ZNF721	0	0	0	78	228	10
DNMT1	4	4	0	184	209	0
EFS	0	1	0	67	145	2
TCAF1	0	0	0	19	36	0
TMEM135	0	4	0	38	71	0
MAL	0	0	0	20	37	0
FAM90A15P	0	0	0	0	0	0
MALL	0	0	0	8	9	1
TADA2A	0	0	1	1	4	0
CEP76	1	0	0	50	115	4
RAX	0	1	0	44	94	2
OSCAR	1	0	0	0	0	0
CLEC11A	0	0	0	42	80	3
NACC2	1	0	0	119	154	1
LMBR1L	0	1	0	52	106	6
TPD52L3	1	0	0	14	40	2
C20orf204	0	0	0	32	45	1
CD101	0	1	0	80	202	15
ATG12	0	0	0	11	34	2
ACTL9	0	1	0	44	83	3
OR8K3	0	0	0	0	0	0
DEUP1	0	0	0	34	121	6
DBNDD1	0	1	0	32	46	1
ANKFY1	0	1	0	120	202	4
ZNF846	1	1	0	37	126	10
PRAC1	0	0	0	3	12	2
DOCK6	0	4	0	273	551	10
PTTG1	0	0	0	12	31	0
CUTC	0	1	0	15	63	2
GNG5	0	0	0	6	14	0
NIFK	0	1	0	21	64	4
CACNB2	1	1	0	80	158	0
DLK1	0	1	0	54	99	0
INO80E	0	1	0	41	65	0
CHD9NB	0	0	0	6	11	0
PF4	1	0	0	9	24	3
RIGI	0	4	0	54	165	6
HDAC1	1	0	0	55	39	1
OR2D2	0	1	0	35	79	8
PNPLA8	1	4	0	58	153	3
MAMDC4	1	2	0	173	361	12
LYZ	0	0	0	13	21	3
EMC6	0	0	0	15	17	0
GLRA1	0	3	0	33	74	3
FIGNL2	0	0	0	114	161	5
UBE3C	1	0	1	101	164	2
RCN2	0	0	0	25	44	3
CFAP97D2	0	0	0	8	23	0
DUSP18	0	1	0	14	47	3
BBX	0	3	0	58	153	3
PIK3CD	2	5	0	132	128	0
RANBP17	1	3	0	83	235	19
IRAG2	0	0	0	41	86	1
DIXDC1	0	0	0	49	108	6
ZNF770	0	0	0	37	114	1
IPO13	0	2	2	84	123	1
NIPBL	1	13	0	184	302	0
TMC2	0	2	0	90	187	7
SIGLEC15	2	0	0	40	92	1
PEG10	0	0	0	86	132	0
CDC23	0	4	0	46	67	4
CLEC3A	0	1	0	25	76	2
MMD	0	1	0	20	38	3
CRYGS	0	0	0	13	38	0
KCNH7	1	3	0	106	151	4
CFAP69	0	1	0	76	171	6
UST	1	1	0	38	79	1
SCN11A	1	3	0	159	313	9
MYCBP	0	0	0	3	11	1
UPK1A	0	2	0	26	71	2
SMIM44	0	0	0	13	42	1
BARHL1	0	0	0	49	59	0
USP15	0	3	0	72	85	2
ABCB1	2	2	0	99	222	5
LIPT1	0	0	0	22	51	7
RASAL2	0	4	0	100	209	4
PPIE	0	0	0	35	51	1
EIF4E1B	1	2	0	29	59	1
ZNF10	0	0	0	36	87	1
LLCFC1	0	0	0	0	0	0
GPD1	0	1	0	36	80	3
MPG	0	0	0	40	106	12
BBOX1	1	1	0	30	76	5
PABPN1	0	2	0	30	60	0
SLC1A4	0	4	0	67	97	2
MEAK7	2	3	0	76	179	6
LRRC46	0	0	1	24	50	1
CYP2D7	0	0	0	0	0	0
ITGAE	0	3	1	119	290	5
OR8G1	0	0	0	25	51	1
SCG5	0	1	0	0	0	0
C7orf33	0	0	0	15	46	4
CCNC	2	0	0	14	18	0
CFB	1	1	0	0	0	0
DEFB130B	0	0	0	0	0	0
EXOC6	1	2	0	52	110	4
SLC25A16	0	1	0	25	63	4
CST7	0	0	0	14	33	1
MARCHF9	0	0	0	28	54	0
GPR63	0	0	0	35	79	3
RAB27B	0	0	0	23	43	1
NANOS3	0	0	0	19	32	1
PIERCE2	0	0	0	8	20	0
HSD11B2	1	2	0	47	89	1
FAHD2B	0	0	0	15	48	0
LCE5A	0	0	0	8	27	2
GIP	0	0	0	15	37	1
RNF26	1	1	0	47	83	2
FGF2	0	0	0	13	18	1
CNPY4	0	0	0	21	48	4
SH3BP1	0	1	0	82	158	3
SLC2A11	1	3	0	0	0	0
IGFBP7	0	2	0	24	54	2
PIGW	0	1	0	0	0	0
ZNF598	2	1	0	175	279	1
VWF	5	6	0	304	600	13
MELTF	0	1	0	125	232	6
ATAD5	0	5	0	102	252	1
PRKD1	1	6	0	81	153	4
RAD51D	0	0	0	24	62	6
WDPCP	1	1	0	56	143	2
TXK	0	1	0	44	109	6
MAU2	0	0	0	85	55	0
NFKBID	0	0	0	51	79	1
FAM90A26	0	0	0	0	0	0
OR51I2	0	0	0	26	88	4
F7	1	3	0	51	102	4
INCA1	0	1	0	14	46	1
IL17D	0	0	0	25	44	2
FZR1	1	2	0	80	66	1
KAT6B	6	5	12	148	326	0
ENSG00000285901	0	0	0	38	51	0
PSMD3	1	1	0	58	99	0
CCNJ	0	0	0	29	46	0
NDUFA10	0	1	0	45	71	3
FBXO15	0	2	0	65	98	3
ZFP14	0	0	0	23	65	2
ATP6V1F	1	0	0	21	25	1
GOLGA6L2	0	0	0	62	157	12
MEIS3	0	1	0	34	80	4
OR6P1	0	0	0	34	94	3
WDR82	0	1	0	18	17	0
SPATA19	0	1	0	9	43	5
AVPI1	1	1	0	13	43	2
PLIN1	2	0	0	83	150	7
HIGD1A	0	0	0	10	13	0
RTEL1-TNFRSF6B	2	3	0	125	162	3
TBCCD1	1	1	0	47	82	3
AMZ1	2	2	0	127	229	9
C1QL4	0	0	0	25	43	0
RUNDC3B	0	1	0	32	66	0
VWA5B2	0	5	0	156	261	7
WDR75	1	0	0	60	140	3
SCARB1	0	1	1	71	87	3
MPHOSPH6	0	0	0	15	34	1
ZNF280A	1	0	0	0	0	0
EFNA2	0	0	0	28	27	3
RIPPLY3	0	0	0	24	47	2
KMO	0	1	0	41	75	7
HTR5A	1	0	0	46	84	2
SMG7	1	2	0	82	153	1
CNGA4	0	0	0	51	123	5
IGSF9B	3	2	0	210	284	3
ACSBG1	3	1	0	91	163	1
OR10Z1	1	1	0	31	77	3
ASAP1	0	0	0	110	135	2
EPB41L4B	0	1	0	80	185	1
TAF13	0	0	0	6	14	1
FOXM1	0	1	0	75	138	0
ENSG00000285655	0	0	0	8	19	0
RNF138	0	0	0	17	19	0
ENSA	0	0	0	9	14	0
LRRC52	0	2	0	37	62	4
SLC7A11	1	3	0	55	91	4
FBXO41	2	2	0	120	184	6
EDEM1	0	2	0	78	159	7
FAM184B	1	4	0	106	220	12
CEP250	3	2	0	191	422	17
FBXO30	0	0	0	54	104	3
FMOD	0	1	0	49	104	1
SLC35C2	1	2	0	45	63	2
OR51E2	0	0	0	30	93	5
NME6	0	0	0	20	38	4
HIKESHI	1	0	0	15	28	0
FAM210B	0	0	0	19	30	1
PLEKHM2	2	5	0	139	215	3
CD151	0	1	0	32	53	5
SMIM14	0	0	0	4	11	0
C1QTNF1	0	2	0	46	65	2
MSLN	2	2	0	113	229	7
SEMA4B	1	3	0	113	208	8
PRCC	0	1	0	54	99	0
FSIP2	2	7	0	393	1185	24
MRO	0	0	0	29	64	2
COG2	0	0	0	69	127	0
CCNT2	0	3	0	53	86	2
ILRUN	0	0	0	25	32	0
ZNF625	0	0	0	31	61	7
CNTLN	2	3	0	127	311	19
ZNF124	0	0	0	23	77	5
UPF3A	1	1	0	53	99	2
ENSG00000285976	0	0	0	2	2	0
PEX3	0	2	0	28	44	2
EHMT2	1	0	0	0	0	0
ENSG00000284895	0	0	0	0	7	1
CATSPERZ	0	0	0	19	44	1
SGO2	3	2	0	76	198	6
ENSG00000262560	0	0	0	0	0	0
EDAR	0	0	0	66	75	5
FOXP2	1	2	3	50	86	0
CBARP	1	2	0	137	219	2
CLEC18C	0	0	0	1	5	0
DUXA	0	0	0	15	50	3
SLC35F1	0	0	0	33	62	0
ZC3HAV1L	0	0	0	29	48	0
DHRS9	0	0	0	24	65	2
PIDD1	0	5	0	138	275	9
NUDT1	0	0	0	25	52	4
KRT84	0	5	0	75	177	4
LORICRIN	0	1	0	29	77	2
GNG11	0	0	0	2	14	1
TRNP1	0	0	0	25	48	1
FCER2	0	0	0	44	88	3
EHD2	1	0	0	92	129	1
NDFIP1	0	1	0	19	16	0
DCC	0	2	0	148	287	2
SLC25A42	0	0	0	31	51	1
ZC3H7B	2	4	0	129	174	1
CCDC150	1	0	0	73	222	10
FBN2	2	9	2	251	528	4
RRP8	1	0	0	54	118	4
TSFM	0	1	0	31	77	2
AVIL	1	1	0	79	184	7
ZNF587	0	0	0	26	59	6
GSTA3	0	0	0	17	43	1
ENSG00000269533	0	0	0	16	31	2
BRME1	0	1	0	72	148	5
EMCN	0	0	0	10	46	1
RPEL1	0	0	0	16	43	5
BTBD18	0	0	0	49	123	0
PSMD5	0	0	0	44	91	3
SIGLEC6	2	0	0	47	103	3
KRTAP13-2	0	0	0	22	51	1
CACNA1B	0	7	0	313	398	6
ENSG00000286088	0	0	0	28	52	2
MSRB3	1	1	0	19	26	0
KLHDC7B	1	0	0	164	288	6
PPIAL4G	0	0	0	7	27	2
MCTP1	4	4	0	91	170	5
GPR137B	0	1	0	41	78	5
C2orf74	0	1	0	16	40	3
KCNH1	0	11	0	81	127	4
FBXO36	0	0	0	12	50	4
PFKFB4	0	0	0	41	82	4
TC2N	0	1	0	0	0	0
SCRT2	0	0	0	46	43	1
CCT8L2	0	0	0	47	115	7
DOCK5	0	4	0	174	354	11
CYP4F11	0	0	0	54	149	5
SGSH	0	3	0	79	166	2
EP400	2	10	0	391	559	0
DEFB104A	0	0	0	0	0	0
CUL9	2	5	0	226	447	7
OR52D1	0	0	0	31	79	4
DTNB	1	0	0	58	134	5
SEC13	0	1	0	37	71	1
ZNF500	3	1	0	87	165	6
TSNAX-DISC1	0	0	0	15	31	0
CDHR3	0	1	0	101	188	8
CAPNS2	0	3	0	13	48	1
ARHGAP22	1	1	0	94	185	3
CGAS	0	2	0	54	117	6
IQSEC1	0	10	1	185	276	1
NAPEPLD	0	0	0	0	0	0
FAM107A	0	1	0	21	38	1
ST3GAL6	0	1	0	24	58	3
SEBOX	0	1	0	17	45	4
ATP8B3	1	2	0	176	359	14
ENSG00000269237	0	0	0	6	16	3
ADISSP	1	1	0	27	34	0
USP16	1	2	0	50	144	4
HLCS	0	0	0	105	196	6
FEZ2	0	1	0	50	112	6
PSG4	0	0	0	67	164	8
ARF3	0	2	0	14	10	0
CEP20	0	0	0	0	0	0
C19orf73	0	0	0	11	42	0
CLCNKA	0	0	0	92	158	4
GLMN	1	1	0	29	86	3
CARD11	0	4	0	151	195	1
ACTR2	1	0	0	28	17	0
FSTL1	0	1	0	26	51	0
SETD4	1	2	0	41	76	7
SARAF	0	0	0	35	70	5
OR13D1	0	1	0	27	65	1
SEPTIN9	0	0	0	89	133	0
H4C14	0	0	0	0	0	0
DMAC1	0	0	0	17	38	4
