gene_name	DDdenovo_syn	DDdenovo_mis	DDdenovo_stopgain	gnomAD_syn	gnomAD_mis	gnomAD_stopgain
TP53TG3F	0	0	0	0	0	0
TMEM245	1	2	0	98	155	9
ZNF316	1	1	0	226	254	1
LAT2	1	0	0	31	59	0
EYA3	0	1	0	26	78	1
LRP8	0	3	0	96	168	2
CADPS	1	2	1	134	194	2
NUP188	1	3	0	158	342	5
NUP43	0	1	0	26	63	2
XNDC1N-ZNF705EP-ALG1L9P	0	0	0	21	56	5
NOD1	1	2	0	123	219	4
IFNA8	0	0	0	19	33	0
ENSG00000258311	0	0	0	15	32	1
ZBED6	1	3	0	85	173	8
ADH1C	0	1	0	35	67	2
USP8	1	4	1	71	149	1
CYP7A1	1	0	0	38	114	3
PRPF18	0	3	0	27	38	3
FBXL7	1	0	0	67	99	1
ZNF799	0	0	0	44	110	7
PTPRA	1	1	0	71	108	0
FOXD4L6	0	0	0	0	0	0
ENSG00000268193	0	0	0	0	0	0
NHLRC4	1	1	0	17	24	1
NME9	1	1	0	33	63	0
SMAD5	0	0	0	28	42	0
TDP1	0	1	0	55	115	4
PAK1IP1	0	2	0	29	64	1
B3GALT2	1	0	0	28	55	1
AMIGO2	0	0	0	43	78	0
SMIM27	0	0	0	2	9	0
IGHV3OR16-17	0	0	0	5	7	0
GSTK1	0	0	0	17	55	1
SLC27A2	1	3	0	55	130	5
ARID3A	0	2	0	105	138	2
SOCS1	0	1	0	45	46	0
SLC35B4	1	0	1	28	61	1
GFRAL	1	0	0	22	76	4
THSD8	0	0	0	8	27	2
KCNE3	0	0	0	8	31	0
PKD2	0	1	0	86	206	7
MED11	0	0	0	12	18	2
ACOT8	0	1	0	36	64	5
TRIM74	0	0	0	0	0	0
OR5H2	0	1	0	23	65	2
RALB	0	0	0	17	25	1
PPP4R1	2	4	0	73	178	2
SMIM6	0	0	0	6	9	0
SLC25A28	0	2	0	41	36	0
RREB1	2	4	0	308	476	1
UBL7	1	1	0	29	59	0
ZNF682	0	0	0	39	98	7
HYAL4	0	0	1	34	86	11
SYNE3	2	2	0	131	264	9
CPNE7	1	5	0	132	187	6
EME1	1	1	0	43	122	5
ACTRT2	1	0	0	72	82	2
NDUFS2	0	1	0	44	73	2
OR4D11	1	1	0	25	63	1
GARNL3	4	4	0	86	152	5
CLRN3	0	1	0	26	59	2
TBC1D10B	1	1	0	85	172	3
ANKRD30A	0	0	0	101	298	11
FANK1	1	0	0	27	80	3
CISD2	0	0	0	7	9	1
HP	0	0	0	39	71	2
TASOR2	1	2	0	203	425	9
NPIPB11	0	0	0	23	94	4
NLE1	1	3	0	58	104	0
PLA1A	0	0	0	44	111	3
DNAI7	0	4	0	50	107	9
SPOCK1	0	3	0	58	82	1
CCDC126	0	0	0	14	25	1
ARL8B	0	0	0	14	12	0
CLN3	0	1	0	52	89	3
YME1L1	0	1	0	43	79	1
C16orf95	1	1	0	37	74	4
LRRC53	0	1	0	93	255	16
TBPL1	0	1	0	6	8	0
CALR3	1	1	0	36	71	1
ENSG00000269825	0	0	0	42	139	7
ACP4	1	3	0	74	116	6
USP17L11	0	0	0	0	0	0
ELMO1	0	5	0	67	104	3
SELENOW	0	0	0	0	0	0
EGFL8	0	0	0	0	0	0
SSBP4	0	2	0	51	85	0
NFU1	0	1	0	21	48	4
ELOC	0	0	0	7	8	0
GPBP1	0	0	1	40	74	1
SHE	1	1	0	48	79	0
EID1	0	1	0	18	38	0
UQCRQ	0	0	0	14	14	0
CDC25C	0	1	0	32	98	5
GABBR2	1	6	0	130	95	0
SLC1A2	1	2	0	55	68	0
MRPS21	0	0	0	5	22	0
REEP5	1	0	0	21	50	0
CMTM5	1	1	0	28	59	3
MRPS2	0	0	0	38	85	1
HLA-F	0	0	0	6	5	0
TTC24	1	3	0	59	120	4
CEP120	0	1	0	67	173	6
VNN2	0	1	0	52	96	6
C11orf65	0	2	0	14	60	8
OR8B4	0	0	0	24	57	3
CKMT1A	0	0	0	9	21	3
ALKAL2	1	0	0	28	43	0
DAPP1	0	1	0	22	30	1
PAOX	1	2	0	72	127	7
HPS1	1	1	0	79	173	4
RNF125	0	0	0	17	37	1
INPP5A	2	1	0	64	60	0
PRKD3	1	4	0	64	132	4
CNFN	0	1	0	6	25	0
PPP1R15A	0	0	0	59	183	8
HARS2	1	0	0	38	98	4
ENSG00000258417	0	2	0	90	169	5
TBXAS1	0	1	0	76	141	2
FASTK	1	1	0	54	87	2
ANP32B	0	0	0	23	20	0
BRINP1	3	4	0	97	168	2
TMEM117	0	1	0	37	104	5
HTR1E	0	0	0	31	65	1
FLT4	1	3	1	179	297	0
ZNF516	1	3	0	218	313	1
ANKRD17	4	7	1	183	285	1
CAND2	2	3	0	178	301	8
RPS6KA2	0	3	1	102	118	3
RAB19	0	2	0	34	49	3
POU4F2	2	0	0	63	97	0
KLRG1	0	1	0	15	33	2
LOXL2	1	1	0	108	187	5
ST8SIA5	0	1	0	27	65	3
FDX1	1	0	0	21	39	0
SLC7A6	0	0	0	41	78	1
ZFP36	0	0	0	39	59	0
DLGAP2	1	4	0	0	0	0
CCDC117	0	0	0	23	67	0
VPS26C	1	1	0	37	58	1
AGK	0	2	0	12	27	3
C5orf24	0	0	0	13	34	0
CUX2	1	7	1	177	282	0
IGFL1	0	0	0	10	35	2
ZNF614	0	0	0	33	103	4
RAPH1	4	3	0	113	220	1
SLC34A1	1	1	0	63	142	5
TRPM3	1	12	0	163	273	6
ENSG00000255639	0	3	1	48	149	8
ANXA6	3	3	0	57	167	3
OR4F6	0	1	1	21	67	5
FBXL5	1	0	0	54	95	1
PAPSS1	0	1	0	55	95	7
PHYKPL	0	0	0	54	134	5
TTC6	1	3	0	125	407	14
TRPV2	1	1	0	104	154	8
NAT2	0	2	0	27	80	2
CHD6	2	9	1	235	384	4
PXT1	0	0	0	6	23	1
SPATA7	1	1	0	33	128	7
NSMCE3	0	0	0	0	0	0
ENSG00000241690	0	1	0	21	67	2
ABCG2	0	3	0	60	137	12
C17orf58	0	0	0	37	92	1
TM6SF2	0	0	0	48	91	3
ZNF74	0	0	0	73	141	5
APOC4-APOC2	1	0	0	21	35	1
GPR25	1	0	0	40	75	2
DNAJC1	1	0	0	51	112	8
UBLCP1	0	0	0	15	34	0
POTEI	0	0	0	5	17	2
FXR1	0	1	0	40	66	2
OR11H4	0	0	0	30	80	4
KCNJ16	1	0	0	34	94	9
ZFP28	0	3	0	71	146	4
HLA-C	0	0	0	0	0	0
CDCA4	0	0	0	36	51	0
ELL3	0	1	0	16	82	5
DCUN1D3	0	0	0	28	44	1
FAM200A	0	0	1	32	99	6
ENSG00000286264	0	0	0	29	58	3
KRTAP9-3	1	0	0	0	0	0
C9orf40	0	0	0	15	38	0
TMPRSS7	1	2	1	77	195	11
VAMP2	0	4	1	15	16	0
ARID4B	0	5	0	70	179	1
PURG	1	0	0	40	42	0
SORL1	3	8	0	212	443	4
KRT34	0	0	0	0	0	0
SLC46A1	0	0	0	39	78	3
ENSG00000260007	0	0	0	13	29	2
NCAPH	1	3	0	73	124	3
LGALS3	0	1	0	26	44	4
FAM178B	0	1	0	80	125	10
C18orf21	0	0	0	15	34	3
COL1A2	0	3	0	117	231	1
MUC6	3	7	0	0	0	0
ENSG00000249590	0	1	0	28	63	2
GPR171	1	1	0	23	51	3
MIPOL1	1	2	0	40	85	3
CLCA1	0	4	0	79	173	7
TRIM42	1	4	0	65	137	7
LRRC34	1	2	0	36	99	3
CCDC172	0	0	0	3	48	3
ST8SIA2	0	0	0	45	75	2
CCL24	0	0	0	5	28	2
EXOSC3	0	1	0	24	55	0
GOLGA7B	1	1	0	21	35	1
BEST1	0	1	0	52	109	8
CPNE6	2	2	0	75	81	3
TEKTIP1	0	2	0	55	117	5
ZNF136	0	1	0	30	88	8
BAIAP2L2	0	1	0	76	156	6
TXNDC5	0	1	0	59	111	3
ENSG00000282218	0	2	0	27	47	2
ADCK1	0	0	0	51	129	8
BTC	0	0	0	15	43	1
TRIM47	2	1	0	77	153	6
MED13L	1	28	18	184	278	0
IGLON5	0	0	0	45	73	4
PLXDC2	1	2	0	44	102	3
ASPSCR1	0	2	0	103	151	1
BLTP2	2	6	0	175	362	11
CENPV	2	0	0	32	47	0
S100A6	0	0	0	10	20	0
KLKB1	0	1	0	49	122	8
LPL	1	2	0	51	106	4
DEPP1	1	0	0	14	42	2
CD44	0	0	0	66	155	3
ADRA1B	0	1	0	61	109	0
EFCAB14	0	0	0	32	90	2
HYDIN	0	1	0	138	276	4
FDX2	0	0	0	29	48	1
KCNK12	1	1	0	54	47	1
RBP1	0	0	0	16	43	2
PARVA	0	0	0	37	61	0
DLAT	1	0	0	52	110	0
MROH5	0	0	0	0	0	0
DERA	1	2	0	30	72	1
FAM153A	0	0	0	1	2	0
AIMP2	0	0	0	47	97	1
CFTR	2	4	0	108	374	18
CLEC2A	1	0	0	9	28	2
CHST2	0	1	0	48	98	0
SKP2	0	0	1	39	46	1
CATSPERE	1	1	0	56	166	6
OR10AC1	0	0	0	0	0	0
RUVBL1	0	0	0	43	29	0
IL36B	0	1	0	7	38	2
BICC1	1	2	0	83	154	0
CLTB	0	0	0	28	43	1
ENSG00000288654	0	0	0	2	5	0
PRAMEF12	0	0	0	77	118	2
RARA	0	4	0	56	63	0
SLBP	0	0	0	21	50	1
TENT4A	1	1	0	114	157	0
MAX	0	2	0	16	24	0
SYCE1L	0	0	0	27	72	5
KMT5C	1	1	0	70	115	0
C20orf85	0	0	0	16	37	3
ENSG00000167807	0	0	0	14	41	0
FBXO4	0	1	0	26	62	2
CHST9	0	0	0	37	71	3
ARHGEF37	2	1	0	60	154	7
MYCBPAP	1	2	0	70	178	2
MYDGF	0	0	0	17	39	2
IQCG	0	1	0	28	87	3
TAOK3	2	2	1	47	109	4
KRT23	0	2	0	0	0	0
PTPN5	2	1	0	64	106	1
SLC26A6	2	1	0	96	136	3
IRF1	0	0	0	18	39	1
SEC31B	1	1	0	91	231	14
TMEM30B	0	1	0	31	91	5
TMEM230	0	0	0	19	49	0
GPR55	0	2	0	39	68	4
ANKDD1B	0	0	0	46	114	6
HBP1	1	0	0	36	61	0
PSMB10	0	3	0	33	51	0
PPP2R3A	2	5	0	105	241	0
LRRC45	0	3	0	85	171	4
MYH14	2	6	0	251	495	9
TRIM43B	0	0	0	2	14	1
PHOSPHO2	0	0	0	15	34	2
CAPN9	0	1	0	67	181	7
CHCHD6	0	0	0	25	49	3
BCHE	0	2	1	41	128	7
ENSG00000285839	0	0	0	14	44	2
LY6G6F-LY6G6D	0	0	0	0	0	0
FAM166A	0	2	0	51	118	4
MTERF2	0	0	0	22	60	2
BRI3BP	0	0	0	36	46	0
PLA2G1B	0	0	0	17	24	1
LOXL1	0	1	0	56	128	3
PP2D1	0	0	0	50	120	6
CIAO3	0	0	0	69	134	2
BEST4	0	1	0	57	81	4
POLR1G	1	2	0	56	111	6
FOXL2	0	3	0	44	61	0
TRIM6-TRIM34	0	3	0	71	167	16
PIBF1	0	2	0	48	147	9
KRT81	0	0	0	70	128	5
RWDD3	0	0	0	18	45	0
OLFM1	1	4	0	59	38	1
FSD2	1	1	0	64	150	5
ADGRV1	5	9	0	496	1192	28
CIAO2B	0	1	0	11	30	0
ATP1B2	0	0	0	26	66	0
CNRIP1	0	0	0	29	31	2
ENSG00000288712	0	0	0	2	4	0
LTV1	0	0	0	35	83	7
CENPN	0	1	0	35	78	4
CRYBA1	0	0	0	25	29	1
FCGBP	1	4	0	325	614	20
MRGPRG	0	1	0	32	72	2
GRP	0	0	0	14	33	0
MROH8	1	0	0	72	202	14
C22orf39	1	0	0	12	23	4
ZNF641	0	0	0	34	71	3
DIO3	0	0	0	0	0	0
VAC14	0	3	0	100	138	1
RPL18	0	0	0	18	41	2
ZNF512	0	2	0	49	65	0
KIF9	0	0	0	72	170	4
SERTM1	0	0	0	7	13	0
H3-3A	0	14	0	13	1	0
SYNGAP1	1	8	20	3	0	0
HAGH	0	4	0	63	94	4
PRELID2	0	1	0	14	33	3
ENSG00000260643	0	0	0	12	43	2
PITPNB	0	0	0	10	25	0
TPRN	0	1	0	115	199	8
TCL1A	0	0	0	8	33	1
CETN1	0	0	0	14	27	1
ATL3	0	1	0	46	88	3
CAND1	0	1	0	86	113	1
ARMH2	1	1	0	15	39	2
CEACAM4	0	2	0	0	0	0
ENSG00000259132	0	0	0	0	0	0
CYP2C8	0	1	0	34	110	7
TUT7	0	3	0	77	225	1
SLC30A6	0	1	1	25	89	3
ENSG00000288715	0	0	0	4	4	0
S100A5	0	0	0	11	20	0
SIK2	1	2	0	76	152	3
GNRH1	0	0	0	9	25	1
MUTYH	0	2	0	41	149	12
KLHL2	0	1	0	37	44	0
MYCBP2	3	14	1	329	522	1
CCSAP	0	0	0	19	39	1
RASSF6	1	1	0	29	91	4
TBX15	0	0	0	49	95	1
OR2W3	0	1	0	41	86	0
OPRPN	1	0	0	26	56	1
H2AC14	0	0	0	16	17	2
MSANTD3	0	0	0	28	34	1
ACLY	0	3	0	97	163	2
CCDC82	1	0	0	33	111	6
WDR4	0	3	0	63	134	3
HS3ST4	1	2	1	45	97	0
PIM1	0	1	0	32	37	0
LCE3C	0	0	0	1	6	0
KIR3DL1	0	0	0	0	0	0
RPL26	0	0	1	7	9	0
STX7	0	0	0	25	39	3
DDIAS	0	0	0	64	163	4
GRIK4	2	3	0	122	185	1
FAN1	1	1	1	0	0	0
DUOX2	0	1	0	171	413	24
SDF2	0	0	0	12	37	1
TACSTD2	0	2	0	29	81	1
HIPK1	0	1	0	107	178	1
RNASE13	1	0	0	10	35	1
MRPL47	0	0	0	18	39	2
AMBN	0	1	0	40	110	2
SYTL1	0	0	0	58	117	4
CPZ	3	5	0	153	329	11
TGM6	0	2	0	79	207	9
COG5	1	0	0	80	170	7
CYRIA	0	0	0	24	34	0
ATG2A	1	4	0	228	459	5
STX1A	0	2	0	35	36	0
RHEB	1	2	0	12	6	0
CCDC181	0	0	0	35	90	7
BAZ2A	1	5	0	135	341	1
KLHDC4	2	5	0	84	191	6
CA11	0	0	0	20	46	0
VAT1	1	0	0	50	73	4
ARHGEF11	2	3	0	116	290	3
PELI1	1	0	0	30	65	0
PDCL2	0	0	0	19	33	1
BRPF3	0	2	0	98	194	1
RAD51AP1	0	0	0	36	63	0
ZNF497	1	2	0	67	131	3
TOP3A	1	1	0	82	187	6
XKR6	2	6	0	103	119	2
MFSD8	0	1	0	32	97	3
LCE3B	0	0	0	0	0	0
FAM169A	0	1	0	43	102	0
TMC7	0	0	0	67	136	6
SAP30BP	0	0	0	29	52	3
PKN3	1	2	0	96	220	6
WDR12	0	0	0	23	75	4
CYP39A1	1	1	0	42	91	2
ABHD14B	0	0	0	20	37	3
YTHDC2	2	2	0	114	250	0
PIERCE1	0	0	0	15	33	2
ARHGAP27	0	1	0	0	0	0
PHACTR2	0	2	0	60	128	2
SSBP1	0	0	0	2	2	0
TLL1	2	1	0	83	168	0
OR7G3	0	0	0	29	62	2
CD8A	0	1	0	28	58	0
CLTCL1	0	4	0	155	346	15
ERLIN2	0	0	0	25	37	0
HLX	0	0	0	45	89	1
FAM8A1	0	2	0	34	80	1
DUSP4	0	0	0	45	65	0
ORM2	0	0	0	19	40	2
TCP1	1	1	0	37	69	1
RAB35	0	0	0	24	23	0
ASB14	0	1	0	57	131	7
KIZ	0	0	1	49	133	9
CFAP46	4	15	0	365	744	32
PTPN7	2	2	0	32	91	6
ENSG00000285947	0	0	0	0	0	0
AP1G2	0	0	0	65	184	12
TNFRSF25	0	2	0	49	94	2
ENSG00000262526	0	0	0	1	1	0
SNX5	0	1	0	39	78	2
ANKRD35	1	4	0	98	219	20
ARMC7	0	1	0	28	53	3
PTPRR	0	1	0	48	128	2
RPL13	0	1	0	33	64	0
SAMD7	0	2	0	39	77	8
NSD2	0	8	5	141	205	0
ACBD7	0	0	0	8	19	0
PRKRIP1	0	0	0	19	41	0
OR4C11	1	2	0	19	87	5
POLE4	0	0	0	15	37	0
SH3GLB1	1	1	0	24	41	0
ITGA6	2	4	0	75	160	3
C4orf50	2	0	0	191	390	19
LYZL1	0	0	0	16	41	2
H1-2	2	6	0	96	181	2
DHX29	0	3	0	94	196	2
NUDT17	0	2	0	39	74	1
ZDHHC17	0	2	0	41	90	1
HOXD13	0	0	0	44	79	1
ENSG00000269547	0	0	0	0	0	0
ZNF701	1	0	0	28	105	5
CSF3R	1	6	0	75	162	4
IL17B	0	1	0	16	46	0
MRPS24	0	0	0	17	28	2
KRT25	0	1	0	42	99	6
CNOT3	1	13	1	1	2	0
ANTKMT	0	0	0	35	75	5
STXBP5	0	2	0	97	168	2
MT1H	0	1	0	5	17	3
GJB7	0	0	1	12	45	2
EMX2	0	0	0	28	36	0
EFCAB3	0	1	0	29	59	3
METTL21A	0	0	0	17	37	1
BTNL9	0	1	0	68	134	4
KRT75	1	1	0	69	149	4
ZNF385B	0	1	0	43	66	2
SLC25A26	0	0	0	25	65	4
UBALD2	1	0	0	18	17	0
TMEM35B	0	0	0	20	25	0
TMEM132D	0	1	0	147	213	1
VHLL	0	0	0	13	35	1
ZBTB25	0	2	1	28	76	2
COX6B2	0	0	0	10	24	1
SLC34A3	2	3	1	131	243	2
USPL1	0	0	0	73	217	3
CCT2	0	2	1	40	86	1
HHLA2	0	0	0	27	73	3
ANKRD36B	0	0	0	23	74	4
BTNL3	0	1	0	35	75	1
SMIM12	0	1	0	6	16	0
FAM20A	0	1	0	54	123	7
RPS3	1	0	0	21	8	1
GPR137	1	0	1	40	65	0
IER2	0	0	0	36	66	0
RNF152	0	0	0	38	57	2
DPCD	0	0	0	23	36	1
TCEA1	0	0	0	20	38	0
SRXN1	0	0	0	15	46	1
MGAT4D	1	0	0	27	67	5
AMT	1	0	0	38	97	2
NSUN6	0	3	0	41	104	6
FERD3L	0	0	0	26	41	1
DNAJC10	1	0	0	39	149	5
PSMD2	0	3	0	69	119	0
PXDC1	0	0	0	31	43	0
ENSG00000262633	0	0	0	22	61	2
TLK2	0	10	1	50	36	0
RPL17-C18orf32	0	0	0	25	32	0
NEDD4	0	3	0	67	144	7
SPIRE2	1	3	0	116	216	4
SIGLEC10	0	0	0	100	183	2
ENSG00000260342	0	0	0	18	27	0
OSR2	0	1	0	25	42	0
L3MBTL2	2	4	0	71	121	1
KRT40	0	1	0	0	0	0
SETMAR	0	0	0	69	168	8
RCL1	3	1	0	37	104	0
OR51G1	0	1	0	29	81	7
PGAP4	0	0	0	36	61	1
SLC1A7	2	2	0	72	144	4
TMEM39B	1	1	0	63	94	1
ARL2BP	0	0	0	10	27	0
ACADVL	0	1	0	75	153	2
SNAP91	0	1	1	77	131	1
SELENOK	0	0	0	0	0	0
CYTH3	0	0	0	53	56	0
BRCA2	2	11	1	225	577	20
WDR33	0	2	0	96	167	7
EIF3CL	0	0	0	0	0	0
STOM	0	0	0	21	48	2
RAD51B	0	0	0	22	74	3
ACMSD	0	0	0	29	76	3
ENPP7	1	0	0	70	160	6
TPD52L2	0	1	0	23	41	2
ENSG00000243696	0	0	0	11	29	1
PIGF	0	1	0	12	34	1
F2RL1	0	1	0	24	80	4
TOR1AIP2	0	2	0	31	67	5
ATP10A	3	1	0	186	356	6
SERF1A	0	0	0	0	0	0
SRM	0	2	0	53	37	0
CREG1	0	0	0	28	44	2
CCRL2	0	1	0	35	76	4
NUP205	3	5	0	175	347	0
BIN1	0	1	0	90	117	0
PARG	0	0	0	50	117	6
SLC4A5	0	1	0	110	202	2
SNAP23	0	0	0	5	32	0
GLRB	1	0	1	35	91	3
MFAP3	0	1	0	20	63	4
ATMIN	0	1	0	109	180	0
MOB2	2	0	0	48	54	0
S100A7	0	0	0	10	30	0
DLX4	0	0	0	29	52	2
KIF18A	1	2	0	52	162	3
ADGRG1	1	3	0	73	131	3
ILDR1	0	5	0	56	163	6
OR1L8	0	1	0	29	53	2
TRIM51G	0	0	0	48	136	9
THBD	0	2	0	73	115	0
RPSA2	0	0	0	11	41	1
ZNF69	0	0	0	44	124	4
OR2A1	0	0	0	0	0	0
INTS13	1	3	0	56	83	3
MFAP1	1	3	0	36	49	1
LPGAT1	0	0	1	22	35	1
MEGF8	7	6	0	401	615	10
CLBA1	1	0	0	36	88	4
NTPCR	0	0	0	18	33	0
FBXL6	0	3	0	70	140	5
PRKCD	0	1	0	82	102	0
TIGD3	0	0	0	34	77	8
CLDN9	0	0	0	51	66	4
FCSK	1	2	1	144	277	16
IFNA10	0	0	0	11	56	2
KCNAB3	0	0	0	33	81	7
CARHSP1	0	1	0	37	72	0
NKX2-4	1	3	0	63	83	0
TMEM196	0	0	0	19	41	3
H2AC21	0	1	0	16	16	1
LAMB2	2	3	0	145	391	18
SLC39A4	2	2	0	120	193	3
ASB16	4	0	0	61	148	9
DGKB	0	1	0	69	124	1
CEBPZOS	0	0	0	8	20	0
SLC4A8	1	4	0	96	110	5
MYOZ3	0	0	0	26	63	1
OVOL3	0	0	0	30	61	1
RNF38	0	2	0	34	65	0
MRPL32	1	0	1	12	41	3
IGFBP6	0	2	0	28	57	1
MIGA1	0	2	0	36	109	2
MRLN	0	0	0	0	9	1
JMJD7-PLA2G4B	2	2	0	135	299	8
BDKRB2	0	3	0	46	87	1
SEMG2	0	0	0	39	127	13
LRRC2	0	1	0	31	73	2
ADGRG7	1	1	0	76	166	4
VPS8	1	4	0	108	243	8
CLASRP	0	1	0	94	170	3
DAPK1	2	5	1	156	242	3
TCERG1	0	6	1	95	153	5
IFNA1	0	0	0	2	7	0
RBBP8	0	3	0	55	171	7
AGO4	0	3	0	50	90	2
CRMP1	2	3	0	91	120	0
DNAJC27	0	2	0	31	53	2
TRH	0	0	1	24	66	3
NEFM	1	0	0	88	164	2
MCF2L2	1	1	0	102	221	7
OR4D5	0	1	0	31	76	2
TRAT1	0	0	0	14	46	2
ENSG00000261611	0	0	0	10	19	0
GAS2	0	0	0	26	42	2
UGT2B10	0	0	0	0	0	0
TUBD1	0	3	0	35	71	3
POU3F2	1	2	0	47	59	0
GLS2	1	1	0	47	70	4
NECTIN3	0	2	0	55	90	1
ALDH2	0	0	0	59	125	5
TNRC6B	0	5	6	160	309	6
CCDC34	1	1	0	25	82	1
WASHC5	1	3	0	101	207	5
LTO1	0	1	0	15	28	1
ABCA5	1	4	0	108	279	13
HMG20B	0	2	0	56	64	0
IPO8	0	3	0	62	143	7
PANO1	0	0	0	28	75	2
TRAPPC2B	0	0	0	9	24	2
TERF2IP	1	2	0	40	93	1
MYL12A	0	0	0	14	17	1
RPF2	0	0	0	26	54	1
SLC5A12	1	1	0	54	100	4
ITGA10	1	1	0	95	212	16
LY6S	0	0	0	0	0	0
AMBP	1	0	0	48	71	0
CCDC89	0	1	0	25	53	2
RGMA	0	5	0	80	115	2
GGTLC2	0	0	0	18	41	0
ZSCAN4	0	1	0	36	64	1
DNAL4	0	0	0	8	28	1
HPS6	0	1	0	86	162	6
VN1R1	0	2	0	29	54	2
MYH1	1	4	0	146	391	20
DPF3	0	1	0	45	66	1
VDR	1	2	1	43	84	2
MYLK	0	4	0	214	394	7
OTUD4	0	1	0	74	169	1
MRPL13	0	0	0	13	34	2
RELT	0	4	0	54	102	3
FOXL3	0	0	0	30	73	0
BCAS2	0	0	0	16	29	2
OR4A16	1	2	0	49	139	7
PARP12	1	0	0	81	130	7
TERT	6	4	0	158	163	2
RSRC1	0	0	0	24	67	4
PHLDA2	1	1	0	0	0	0
HSPB2-C11orf52	0	0	0	16	33	2
MS4A1	1	1	0	33	54	1
C12orf54	0	0	0	11	24	0
NCF2	1	2	0	40	90	7
RPL35	0	0	0	17	26	0
SESN2	0	0	0	54	93	8
TIGD2	0	1	0	26	81	4
EMC9	0	1	0	13	34	1
DPPA3	1	1	0	11	29	3
NOL3	0	0	0	24	51	4
ART3	0	0	0	23	74	3
SPTSSB	0	0	0	2	18	2
POLR1E	2	0	0	42	89	1
CMAS	0	1	0	32	49	4
SLC36A3	0	0	0	55	99	4
ANAPC4	0	0	0	49	92	2
EHD3	1	1	0	60	87	2
ARHGEF2	0	3	0	104	157	0
ZNF717	0	0	0	40	148	9
OPN5	0	3	0	31	42	2
ZNF414	2	1	0	53	84	2
KRT14	0	0	0	67	103	3
TUBGCP4	3	5	0	48	78	3
DSC3	0	3	0	79	198	9
ENSG00000259371	0	0	0	0	0	0
INSM2	1	2	0	58	122	1
CSNK2A1	0	20	0	28	33	1
POLI	2	2	0	60	133	9
MAP3K7	0	11	0	39	72	0
ELMO3	0	2	0	92	176	4
GOLGA6L22	0	0	0	5	27	2
PTPN12	1	2	0	43	129	2
OCLN	0	1	0	0	0	0
TNFSF12-TNFSF13	1	1	0	36	58	2
METTL17	1	0	0	37	116	3
OR1S2	0	0	0	40	84	2
GKAP1	1	0	0	32	44	2
SLC45A4	1	1	0	143	236	2
C1QL3	0	0	0	32	27	0
OLFM2	0	1	0	62	89	3
NUP107	1	3	0	62	131	9
MEIS1	0	2	0	21	33	0
FAT1	5	11	0	509	1092	13
MUC17	2	0	0	460	1262	30
SCT	0	0	0	0	0	0
ZNF691	0	0	0	26	72	2
CLNK	1	1	0	46	102	7
TMEM144	0	1	0	27	61	1
CNGB3	2	0	1	58	172	9
UBQLN3	1	2	0	56	154	1
SLC25A21	0	0	0	17	64	4
IGDCC3	0	1	0	101	181	7
NCOA6	2	2	0	178	354	1
SPRR2D	0	0	0	5	6	2
SUGT1	0	0	0	27	50	1
GAK	3	5	1	222	372	0
SLC25A45	1	0	0	24	78	1
MYL4	0	0	0	15	45	0
REEP6	0	1	0	25	56	1
RPS19BP1	0	0	0	17	31	1
GID8	0	0	0	25	28	0
TPM3	0	1	0	24	13	0
RBBP4	0	4	0	34	10	1
ERICH2	1	1	0	49	104	5
RAB17	0	0	0	20	56	0
CTBP1	2	3	0	66	50	0
NTAN1	0	1	0	0	0	0
SHOC1	1	1	0	89	257	11
UMOD	3	1	0	75	137	10
ABRA	3	1	0	44	85	4
MBNL2	0	1	0	45	52	0
SPINDOC	0	1	0	58	65	2
FBXW12	2	0	0	32	90	1
CSNK1G2	0	1	0	62	59	1
RCHY1	0	2	0	11	39	2
LIPT2	0	2	0	31	80	2
CYTH4	0	2	0	44	86	1
DENND6A	0	2	1	44	88	3
ZNF548	0	0	0	33	103	2
CFAP91	0	4	0	49	188	6
ZP1	1	1	0	58	119	9
ZNF581	0	1	0	18	33	0
SMIM10L1	0	0	0	0	0	0
ARRDC3	0	2	0	20	58	1
FAM209B	0	0	0	14	38	2
GPRIN1	1	1	1	92	232	1
PELP1	2	3	0	123	242	0
ENSG00000284341	0	0	0	19	36	0
FGFBP3	0	1	0	37	78	2
CIC	1	6	3	360	553	0
CFAP58	2	3	0	76	191	11
RAD9B	2	1	0	27	73	4
TAF11L4	0	0	0	0	0	0
WDR27	1	2	0	102	239	11
RPA3	0	0	0	11	26	0
ZNF660	0	0	0	14	53	2
DNAI4	0	1	0	62	148	9
SLC4A9	0	0	0	68	188	4
PIFO	0	2	0	13	32	3
AFG3L2	0	6	0	56	118	2
ARGFX	0	0	0	18	58	3
PREP	0	2	0	69	100	3
FCRL2	0	1	0	50	106	8
VPS4A	2	4	1	69	63	2
SCYGR3	0	0	0	22	33	3
FAM168A	0	0	0	32	33	0
C1RL	0	1	0	56	104	1
ANPEP	1	2	0	137	234	2
MARVELD3	1	0	0	51	81	4
SERPINB6	0	1	0	39	79	2
AOPEP	0	0	0	71	179	12
MYPOP	0	1	0	53	93	0
SEC24C	1	1	0	97	188	1
OR1J4	0	2	0	13	60	4
CSMD3	2	2	1	306	621	12
RHNO1	0	0	0	23	52	4
SELENBP1	2	1	0	65	122	4
HEATR5B	3	5	0	183	351	12
RPS6KC1	1	1	0	63	197	5
SMAP1	0	1	0	44	83	1
JUND	0	2	0	66	73	0
