gene	gene_gencodeV33	gene_id	chromosome	pLI	LOEUF	case.ptv	control.ptv	case.misb	control.misb	case.misa	control.misa	case.mis	control.mis	case.syn	control.syn
ZWILCH	ZWILCH	ENSG00000174442	15	1.20E-13	1.021	1	2	0	0	0	0	13	14	6	11
EARS2	EARS2	ENSG00000103356	16	1.12E-08	1.021	1	3	0	0	0	0	7	25	5	10
TSPAN17	TSPAN17	ENSG00000048140	5	1.51E-06	1.021	0	3	0	0	0	1	9	3	5	9
FGA	FGA	ENSG00000171560	4	1.22E-13	1.021	1	0	0	0	0	0	21	30	8	16
STAP1	STAP1	ENSG00000035720	4	1.70E-05	1.021	0	2	0	0	0	0	5	7	3	4
EGR4	EGR4	ENSG00000135625	2	0.0063486	1.021	0	0	0	0	3	2	0	0	1	0
NOMO1	NOMO1	ENSG00000103512	16	1.70E-19	1.022	0	0	0	0	0	0	2	2	0	0
BCAT1	BCAT1	ENSG00000060982	12	3.80E-08	1.022	1	2	0	0	0	0	7	18	2	4
SYCE3	SYCE3	ENSG00000217442	22	0.5999	1.022	0	0	0	0	0	0	0	0	0	0
SLC22A11	SLC22A11	ENSG00000168065	11	1.30E-07	1.022	0	0	0	0	0	2	11	13	3	7
RP11-47I22.4	AL355916.3	ENSG00000258989	14	0.059327	1.022	0	0	0	0	0	0	0	0	0	0
SMPD4	SMPD4	ENSG00000136699	2	1.71E-19	1.022	3	5	5	3	5	13	4	13	3	11
GEMIN2	GEMIN2	ENSG00000092208	14	1.50E-06	1.022	2	1	0	0	0	0	2	6	0	1
GYLTL1B	LARGE2	ENSG00000165905	11	1.60E-12	1.022	2	3	0	0	0	0	15	33	5	11
MARVELD1	MARVELD1	ENSG00000155254	10	0.35958	1.022	0	0	0	0	0	0	0	0	0	0
HTR5A	HTR5A	ENSG00000157219	7	0.0062906	1.023	0	2	0	0	3	3	4	17	2	4
CCDC34	CCDC34	ENSG00000109881	11	5.01E-06	1.023	1	0	0	0	0	0	5	3	1	8
STX7	STX7	ENSG00000079950	6	5.03E-06	1.023	0	0	0	0	0	0	4	4	0	1
METTL1	METTL1	ENSG00000037897	12	0.001962	1.023	0	1	0	0	0	0	3	13	4	3
ERMARD	ERMARD	ENSG00000130023	6	5.78E-16	1.023	0	3	0	0	0	0	14	23	6	12
MRPS18B	MRPS18B	ENSG00000204568	6	5.60E-05	1.023	0	1	0	0	0	0	2	3	2	3
NBL1	NBL1	ENSG00000158747	1	0.059018	1.023	0	0	0	0	0	1	0	2	2	3
SLC30A7	SLC30A7	ENSG00000162695	1	4.40E-07	1.023	0	1	0	0	0	0	10	8	2	3
MYL10	MYL10	ENSG00000106436	7	0.0062611	1.024	1	1	0	0	0	0	5	4	0	6
FANCI	FANCI	ENSG00000140525	15	8.91E-37	1.024	8	5	0	0	0	0	33	48	12	24
SPHK2	SPHK2	ENSG00000063176	19	1.28E-07	1.024	0	0	0	0	3	14	10	11	9	21
TREM1	TREM1	ENSG00000124731	6	0.0062776	1.024	0	0	0	0	0	0	7	11	4	5
ERAL1	ERAL1	ENSG00000132591	17	3.11E-09	1.024	0	0	0	0	0	0	3	10	3	6
CD34	CD34	ENSG00000174059	1	4.99E-06	1.024	1	0	0	0	0	0	7	10	3	6
CCDC86	CCDC86	ENSG00000110104	11	1.67E-05	1.024	0	0	0	0	3	4	5	7	5	7
THNSL2	THNSL2	ENSG00000144115	2	1.48E-06	1.024	1	2	0	0	0	0	3	8	3	7
VSIG10L	VSIG10L	ENSG00000186806	19	1.09E-08	1.024	0	0	0	0	0	0	0	0	0	0
CEBPB	CEBPB	ENSG00000172216	20	0.35809	1.025	0	0	0	0	0	0	0	0	0	0
ATP10B	ATP10B	ENSG00000118322	5	1.41E-30	1.025	2	5	0	0	0	0	51	71	28	23
ELP3	ELP3	ENSG00000134014	8	3.01E-14	1.025	1	2	0	0	8	16	10	8	6	5
HDGFL1	HDGFL1	ENSG00000112273	6	0.058681	1.025	0	0	0	0	0	4	2	1	1	4
ENPP3	ENPP3	ENSG00000154269	6	3.47E-23	1.025	0	2	0	0	0	0	21	21	6	10
PLCZ1	PLCZ1	ENSG00000139151	12	1.50E-12	1.025	1	1	0	0	0	0	18	28	0	4
TAF1B	TAF1B	ENSG00000115750	2	7.98E-15	1.025	2	3	0	0	0	0	16	28	4	10
ARTN	ARTN	ENSG00000117407	1	0.35793	1.025	0	0	0	0	0	0	0	1	0	0
TBCA	TBCA	ENSG00000171530	5	0.16004	1.025	0	0	0	0	1	0	0	1	1	0
PPAPDC1A	PLPP4	ENSG00000203805	10	0.0001828	1.025	1	1	0	0	3	2	9	11	2	5
SEP15	SELENOF	ENSG00000183291	1	0.058745	1.025	0	0	0	0	0	0	0	3	0	2
PIGN	PIGN	ENSG00000197563	18	2.29E-21	1.025	3	1	0	0	0	0	8	14	2	3
TRMT10B	TRMT10B	ENSG00000165275	9	4.93E-06	1.025	0	2	0	0	0	0	6	14	3	4
DCHS2	DCHS2	ENSG00000197410	4	7.42E-47	1.025	7	11	0	0	0	0	50	107	24	58
ALKBH1	ALKBH1	ENSG00000100601	14	4.90E-06	1.026	2	6	0	0	0	0	11	17	5	5
PPP1R11	PPP1R11	ENSG00000204619	6	0.35781	1.026	0	0	0	0	0	0	0	0	0	0
CDR2	CDR2	ENSG00000140743	16	4.30E-07	1.026	2	1	0	0	0	0	17	19	4	11
CRIP2	CRIP2	ENSG00000182809	14	0.00018101	1.026	0	0	0	0	0	0	0	0	0	1
PSMA8	PSMA8	ENSG00000154611	18	5.50E-05	1.026	2	2	0	0	0	0	2	9	2	5
GFAP	GFAP	ENSG00000131095	17	1.46E-06	1.026	0	3	0	0	4	8	4	12	7	2
VAX2	VAX2	ENSG00000116035	2	0.15981	1.026	0	1	0	0	0	0	3	4	1	2
EML2	EML2	ENSG00000125746	19	5.76E-19	1.026	1	0	0	0	2	6	11	23	4	13
SH2D3A	SH2D3A	ENSG00000125731	19	3.64E-08	1.026	0	3	0	0	0	0	4	5	3	17
SPPL2C	SPPL2C	ENSG00000185294	17	0.00018192	1.026	2	3	0	0	0	0	20	41	11	18
CRB3	CRB3	ENSG00000130545	19	0.35784	1.026	0	0	0	0	1	2	0	1	1	6
ABCC6	ABCC6	ENSG00000091262	16	5.62E-35	1.026	2	2	0	0	4	0	42	72	15	31
UBIAD1	UBIAD1	ENSG00000120942	1	0.019529	1.026	0	1	0	0	2	1	1	8	2	9
NAA20	NAA20	ENSG00000173418	20	0.0062021	1.026	0	0	0	0	2	2	2	1	1	1
SLC50A1	SLC50A1	ENSG00000169241	1	0.0019259	1.027	1	0	0	0	0	2	0	1	2	4
GNAT3	GNAT3	ENSG00000214415	7	1.63E-05	1.027	0	0	0	0	0	0	6	5	1	2
C2	C2	ENSG00000166278	6	1.35E-16	1.027	0	3	0	0	1	4	3	5	0	5
DNAJB2	DNAJB2	ENSG00000135924	2	5.44E-05	1.027	0	0	0	0	0	1	3	8	2	3
PON2	PON2	ENSG00000105854	7	5.44E-05	1.027	0	0	0	0	0	0	6	13	2	8
ANKDD1B	ANKDD1B	ENSG00000189045	5	1.44E-06	1.027	0	0	0	0	0	0	0	0	0	0
CCDC125	CCDC125	ENSG00000183323	5	8.59E-10	1.027	3	0	0	0	0	0	8	19	3	6
ZNF485	ZNF485	ENSG00000198298	10	5.46E-05	1.027	0	0	0	0	0	0	8	15	5	7
EPS8L1	EPS8L1	ENSG00000131037	19	2.01E-15	1.027	0	0	0	0	3	2	4	11	3	7
AGXT	AGXT	ENSG00000172482	2	1.23E-07	1.028	0	1	0	0	0	0	7	8	4	5
LMO2	LMO2	ENSG00000135363	11	0.15884	1.028	0	0	0	0	4	9	0	1	2	3
LIN28A	LIN28A	ENSG00000131914	1	0.019369	1.028	1	0	0	0	0	2	2	2	2	7
C17orf80	C17orf80	ENSG00000141219	17	1.23E-07	1.028	0	0	0	0	0	0	11	21	5	12
ELP4	ELP4	ENSG00000109911	11	1.23E-07	1.028	0	2	0	0	0	0	6	14	2	10
C12orf49	C12orf49	ENSG00000111412	12	0.0061628	1.028	0	2	0	0	3	0	1	3	2	1
RP11-216L13.17	AL355987.3	ENSG00000272896	9	0.0061755	1.028	0	0	0	0	0	0	0	0	0	0
SECISBP2	SECISBP2	ENSG00000187742	9	2.19E-18	1.028	5	12	0	0	0	0	21	36	16	16
ZNF420	ZNF420	ENSG00000197050	19	1.86E-11	1.028	1	2	0	0	1	3	6	20	6	11
PPL	PPL	ENSG00000118898	16	1.51E-42	1.028	2	7	0	0	0	0	48	109	23	37
SEMG1	SEMG1	ENSG00000124233	20	0.35697	1.028	2	3	0	0	0	0	16	28	6	11
CEND1	CEND1	ENSG00000184524	11	0.59751	1.029	0	0	0	0	0	0	0	3	0	0
ERN2	AC008870.1	ENSG00000134398	16	7.18E-24	1.029	6	3	0	0	0	0	30	47	4	12
CNRIP1	CNRIP1	ENSG00000119865	2	0.15874	1.029	0	0	0	0	1	5	3	0	4	4
TTLL8	TTLL8	ENSG00000138892	22	7.22E-15	1.029	0	0	0	0	0	0	1	1	1	1
MYH8	MYH8	ENSG00000133020	17	2.05E-51	1.029	9	8	1	1	0	2	43	66	23	32
TMEM87B	TMEM87B	ENSG00000153214	2	3.74E-13	1.029	1	2	0	0	0	0	5	17	2	9
ANKRD45	ANKRD45	ENSG00000183831	1	0.00058172	1.03	1	1	0	0	0	0	7	14	0	3
TWSG1	TWSG1	ENSG00000128791	18	0.0061123	1.03	0	0	0	0	2	3	3	11	1	2
DZIP1	DZIP1	ENSG00000134874	13	3.13E-20	1.03	2	1	1	3	0	0	14	35	8	5
CD5	CD5	ENSG00000110448	11	2.31E-10	1.03	1	1	0	0	3	2	7	14	3	6
TMEM38A	TMEM38A	ENSG00000072954	19	0.00058271	1.03	0	0	0	0	7	5	1	3	4	6
ZCWPW2	ZCWPW2	ENSG00000206559	3	1.41E-06	1.03	0	1	0	0	0	0	2	6	0	5
CLCA4	CLCA4	ENSG00000016602	1	6.96E-15	1.03	2	5	0	0	0	0	15	41	6	9
NDUFS3	NDUFS3	ENSG00000213619	11	0.00058312	1.03	1	0	0	0	0	6	3	18	1	3
ANXA1	ANXA1	ENSG00000135046	9	1.20E-07	1.03	1	1	0	0	0	0	1	10	3	2
CACNG5	CACNG5	ENSG00000075429	17	0.0061164	1.03	3	2	0	0	0	0	11	6	5	15
FAIM3	FCMR	ENSG00000162894	1	1.60E-05	1.03	0	0	0	0	0	0	6	7	1	3
POLR3C	POLR3C	ENSG00000186141	1	5.03E-12	1.03	1	1	0	0	0	0	16	21	2	11
ADAM7	ADAM7	ENSG00000069206	8	1.19E-19	1.031	1	0	0	0	0	0	12	36	4	10
GBP5	GBP5	ENSG00000154451	1	8.11E-10	1.031	0	1	0	0	0	0	9	25	5	7
COASY	COASY	ENSG00000068120	17	8.09E-10	1.031	2	3	0	0	0	1	14	15	7	8
G6PC3	G6PC3	ENSG00000141349	17	4.72E-06	1.031	0	4	0	0	4	4	5	13	3	4
STEAP4	STEAP4	ENSG00000127954	7	1.20E-07	1.031	3	5	0	0	0	0	7	16	2	8
MED16	MED16	ENSG00000175221	19	2.59E-14	1.031	0	0	0	0	0	0	4	19	1	14
HMGN3	HMGN3	ENSG00000118418	6	0.057786	1.031	0	0	0	0	0	0	0	0	0	0
SDCBP	SDCBP	ENSG00000137575	8	0.00058136	1.031	0	1	0	0	0	3	2	9	0	0
TMEM86A	TMEM86A	ENSG00000151117	11	0.019183	1.031	0	0	0	0	1	4	2	6	2	9
FKBP6	FKBP6	ENSG00000077800	7	1.40E-06	1.031	1	0	0	0	1	3	4	7	3	1
HAGH	HAGH	ENSG00000063854	16	0.00017657	1.031	0	2	0	0	0	0	4	11	4	6
EXTL2	EXTL2	ENSG00000162694	1	0.00017608	1.031	0	1	0	0	0	0	8	9	0	7
IFI16	IFI16	ENSG00000163565	1	1.78E-11	1.031	0	0	0	0	0	0	22	36	5	14
PBX4	PBX4	ENSG00000105717	19	5.26E-05	1.032	0	0	0	0	0	0	3	11	3	6
MST1	MST1	ENSG00000173531	3	4.78E-19	1.032	1	2	1	0	4	1	11	22	4	5
SECTM1	SECTM1	ENSG00000141574	17	0.057603	1.032	0	0	0	0	0	0	5	22	4	3
ZNF564	ZNF564	ENSG00000249709	19	0.35507	1.032	1	3	0	0	0	0	10	24	2	3
BCKDHA	BCKDHA	ENSG00000248098	19	9.82E-09	1.032	1	2	0	2	0	3	7	13	2	9
NOXA1	NOXA1	ENSG00000188747	9	2.81E-09	1.032	0	0	0	0	0	0	0	7	1	1
ALX3	ALX3	ENSG00000156150	1	0.019117	1.032	0	0	0	0	2	3	6	11	1	7
MKNK1	MKNK1	ENSG00000079277	1	8.05E-10	1.032	0	4	0	0	0	3	6	16	2	11
AOC3	AOC3	ENSG00000131471	17	6.27E-11	1.032	1	1	1	0	10	9	2	6	10	10
CEACAM16	CEACAM16	ENSG00000213892	19	1.58E-05	1.032	0	0	0	0	0	0	8	12	4	13
SUGCT	SUGCT	ENSG00000175600	7	2.82E-09	1.032	0	2	0	0	0	0	10	20	5	8
RAB44	RAB44	ENSG00000255587	6	0.0018825	1.032	0	0	0	0	0	0	0	0	0	0
THG1L	THG1L	ENSG00000113272	5	5.28E-05	1.032	1	0	0	0	0	0	5	8	1	5
HIST1H2AC	H2AC6	ENSG00000180573	6	0.5964	1.033	0	0	1	1	2	2	0	0	4	5
ALG12	ALG12	ENSG00000182858	22	1.18E-07	1.033	4	3	0	0	0	0	11	26	5	13
PLBD2	PLBD2	ENSG00000151176	12	1.72E-11	1.033	0	0	0	0	1	8	2	3	4	6
RTP4	RTP4	ENSG00000136514	3	0.59616	1.033	1	0	0	0	0	0	5	10	4	4
GCNT6	GCNT2P1	ENSG00000205318	6	0.019034	1.033	0	0	0	0	0	0	0	0	0	0
HEMK1	HEMK1	ENSG00000114735	3	3.39E-08	1.033	0	1	0	0	0	0	8	14	2	2
ADPRHL2	ADPRHL2	ENSG00000116863	1	0.00057514	1.033	0	0	0	0	0	0	3	4	1	0
KIAA1755	KIAA1755	ENSG00000149633	20	2.89E-17	1.033	2	4	0	0	0	0	25	48	12	20
S1PR5	S1PR5	ENSG00000180739	19	0.15713	1.034	0	0	0	0	0	0	6	2	1	0
GPR156	GPR156	ENSG00000175697	3	1.25E-12	1.034	1	3	0	0	1	0	11	19	8	11
TRIM6-TRIM34	TRIM6-TRIM34	ENSG00000258588	11	4.31E-19	1.034	3	5	0	0	0	0	13	17	4	9
PRIM2	PRIM2	ENSG00000146143	6	1.16E-07	1.034	0	0	0	0	0	0	2	2	1	2
SLC22A3	SLC22A3	ENSG00000146477	6	7.77E-10	1.034	1	1	0	0	7	10	2	7	4	9
IFITM10	IFITM10	ENSG00000244242	11	0.15714	1.034	0	0	0	0	0	0	0	0	0	0
UBAP1L	UBAP1L	ENSG00000246922	15	0.0060011	1.034	0	0	0	0	0	0	0	0	0	0
ADCY10	ADCY10	ENSG00000143199	1	7.38E-41	1.034	4	7	0	0	0	0	28	58	15	29
CYP4V2	CYP4V2	ENSG00000145476	4	2.20E-10	1.034	3	5	0	0	0	0	15	26	2	4
APOE	APOE	ENSG00000130203	19	0.0018685	1.034	0	0	0	0	1	3	1	3	1	2
TMC3	TMC3	ENSG00000188869	15	3.89E-22	1.034	1	1	0	0	0	0	25	53	7	10
GOLM1	GOLM1	ENSG00000135052	9	9.62E-09	1.034	1	0	0	0	0	0	8	18	5	8
LRRC14	LRRC14	ENSG00000160959	8	0.00017297	1.034	0	0	0	0	4	4	4	12	10	17
NOP9	NOP9	ENSG00000196943	14	1.70E-11	1.034	0	0	0	0	1	1	19	24	0	6
IL31RA	IL31RA	ENSG00000164509	5	4.20E-16	1.034	0	1	0	0	0	0	18	25	2	9
KLK6	KLK6	ENSG00000167755	19	0.0060052	1.034	0	0	0	0	0	0	2	8	0	2
ABCA13	ABCA13	ENSG00000179869	7	8.78E-114	1.035	8	14	0	0	0	0	68	130	38	65
AGBL3	AGBL3	ENSG00000146856	7	4.18E-16	1.035	0	0	0	0	0	0	0	0	0	0
MIPEP	MIPEP	ENSG00000027001	13	1.59E-15	1.035	1	4	0	0	0	0	14	27	3	3
GOLGA7B	GOLGA7B	ENSG00000155265	10	0.00599	1.035	1	0	0	0	0	0	3	3	0	0
NKX2-6	NKX2-6	ENSG00000180053	8	0.018885	1.035	0	0	0	0	0	0	0	0	0	0
PFKL	PFKL	ENSG00000141959	21	2.70E-17	1.035	0	4	0	0	1	11	1	13	3	11
POLR3H	POLR3H	ENSG00000100413	22	0.0059858	1.035	0	0	0	0	0	0	6	8	1	7
BAIAP3	BAIAP3	ENSG00000007516	16	4.38E-32	1.035	0	1	0	0	0	0	8	32	9	28
DCK	DCK	ENSG00000156136	4	1.55E-05	1.035	0	0	0	0	2	0	3	4	1	0
SLC25A40	SLC25A40	ENSG00000075303	7	3.93E-07	1.035	0	0	0	0	0	1	1	4	2	7
CTSC	CTSC	ENSG00000109861	11	1.15E-07	1.035	1	2	0	0	0	0	14	16	0	3
UFM1	UFM1	ENSG00000120686	13	0.15655	1.035	0	0	0	0	2	4	0	1	0	1
TTC33	TTC33	ENSG00000113638	5	0.00056941	1.035	1	7	0	0	0	0	2	9	3	7
ATHL1	PGGHG	ENSG00000142102	11	2.31E-14	1.036	1	5	0	0	0	0	15	28	6	12
LRRC37A2	LRRC37A2	ENSG00000238083	17	1.14E-07	1.036	0	0	0	0	0	0	0	1	1	1
ZNF562	ZNF562	ENSG00000171466	19	0.056912	1.036	3	3	0	0	0	0	8	14	5	4
DIMT1	DIMT1	ENSG00000086189	5	3.91E-07	1.036	0	1	0	0	0	0	3	11	0	6
RPL22	RPL22	ENSG00000116251	1	0.15619	1.036	0	0	1	0	1	0	0	0	0	4
RBM45	RBM45	ENSG00000155636	2	2.11E-10	1.036	1	2	0	0	4	6	1	9	6	10
ELOVL3	ELOVL3	ENSG00000119915	10	0.01884	1.036	0	0	0	0	3	3	5	7	2	3
TSSK3	TSSK3	ENSG00000162526	1	0.057013	1.036	0	1	0	0	0	0	8	19	3	5
ARSJ	ARSJ	ENSG00000180801	4	1.13E-07	1.037	1	2	0	0	7	11	5	14	7	7
SEMA3G	SEMA3G	ENSG00000010319	3	6.26E-18	1.037	4	1	0	0	0	0	24	44	5	8
PSMD5	PSMD5	ENSG00000095261	9	3.24E-08	1.037	0	0	0	0	0	0	10	7	3	10
TRIM34	TRIM34	ENSG00000258659	11	1.33E-06	1.037	0	0	0	0	0	0	0	0	0	0
ARL13B	ARL13B	ENSG00000169379	3	2.66E-09	1.037	2	0	0	0	0	0	7	16	5	4
AAGAB	AAGAB	ENSG00000103591	15	3.87E-07	1.037	0	0	0	0	0	0	14	19	3	2
CD2BP2	CD2BP2	ENSG00000169217	16	1.52E-05	1.037	1	4	0	0	0	0	11	18	10	16
BFSP2	BFSP2	ENSG00000170819	3	3.22E-08	1.038	0	1	0	0	0	0	13	22	5	5
VRK2	VRK2	ENSG00000028116	2	1.57E-11	1.038	1	3	0	0	0	0	11	13	8	12
TMEM62	TMEM62	ENSG00000137842	15	1.58E-11	1.038	0	0	0	0	0	0	10	19	7	5
COL28A1	COL28A1	ENSG00000215018	7	3.68E-32	1.038	5	3	0	0	0	0	17	33	13	15
TMCO5A	TMCO5A	ENSG00000166069	15	4.49E-06	1.038	1	0	0	0	0	0	6	8	4	3
C7orf61	C7orf61	ENSG00000185955	7	0.018681	1.038	0	0	0	0	0	0	7	12	4	8
SLC5A10	SLC5A10	ENSG00000154025	17	8.07E-14	1.039	2	1	0	0	0	0	16	30	6	20
GFM2	GFM2	ENSG00000164347	5	1.49E-18	1.039	1	2	0	0	0	0	22	25	8	9
ISLR	ISLR	ENSG00000129009	15	0.018643	1.039	1	1	0	0	3	6	12	13	5	8
IL10	IL10	ENSG00000136634	1	0.0058874	1.039	1	2	0	0	0	0	2	5	2	2
MRPL1	MRPL1	ENSG00000169288	4	4.45E-06	1.039	0	0	0	0	0	0	0	4	1	3
UQCC1	UQCC1	ENSG00000101019	20	3.20E-08	1.039	0	1	0	0	1	1	5	7	6	9
UQCC2	UQCC2	ENSG00000137288	6	0.01866	1.039	2	2	0	0	2	0	0	7	0	2
ZYX	ZYX	ENSG00000159840	7	2.03E-10	1.039	1	2	0	0	0	0	11	20	3	4
ALOX12	ALOX12	ENSG00000108839	17	1.44E-15	1.039	1	6	0	0	3	2	18	23	3	5
SGK494	RSKR	ENSG00000167524	17	7.28E-10	1.039	1	0	0	0	0	0	8	13	2	2
TDO2	TDO2	ENSG00000151790	4	2.04E-10	1.039	0	0	0	0	0	0	5	9	1	9
TRPM8	TRPM8	ENSG00000144481	2	4.60E-29	1.039	3	2	0	0	0	0	37	53	15	29
PLTP	PLTP	ENSG00000100979	20	9.00E-09	1.04	1	2	0	0	0	0	8	29	13	7
FAM114A2	FAM114A2	ENSG00000055147	5	7.23E-10	1.04	1	5	0	0	0	0	10	14	3	5
SI	SI	ENSG00000090402	3	3.94E-60	1.04	3	10	0	0	0	0	50	92	9	30
PUS10	PUS10	ENSG00000162927	2	7.88E-14	1.04	0	1	0	0	0	0	7	18	2	4
CDCA2	CDCA2	ENSG00000184661	8	1.52E-11	1.04	0	1	0	0	0	0	27	40	6	15
ABI3	ABI3	ENSG00000108798	17	5.01E-05	1.04	0	2	0	0	0	0	0	1	1	3
RTKN2	RTKN2	ENSG00000182010	10	5.46E-15	1.04	2	4	0	0	0	0	3	16	2	5
HADHB	HADHB	ENSG00000138029	2	1.52E-11	1.04	2	4	0	0	0	0	9	16	5	3
NIPA1	NIPA1	ENSG00000170113	15	0.0058703	1.04	0	0	0	0	1	4	1	4	7	7
TCTN3	TCTN3	ENSG00000119977	10	4.15E-12	1.04	0	0	0	0	0	0	8	19	3	6
MYO3A	MYO3A	ENSG00000095777	10	1.81E-45	1.04	1	4	0	0	0	0	33	68	6	31
IL7R	IL7R	ENSG00000168685	5	3.76E-07	1.04	1	2	0	0	0	0	16	23	6	6
ZNF23	ZNF23	ENSG00000167377	16	1.08E-07	1.041	4	1	0	0	0	0	5	10	10	15
TUBB6	TUBB6	ENSG00000176014	18	0.00016645	1.041	0	0	5	5	2	3	0	2	1	9
DDX20	DDX20	ENSG00000064703	1	7.76E-14	1.041	0	2	0	0	0	0	14	29	8	9
FIBP	FIBP	ENSG00000172500	11	4.39E-06	1.041	0	0	0	0	4	3	3	7	3	3
VNN1	VNN1	ENSG00000112299	6	4.39E-06	1.041	0	0	0	0	0	0	13	16	7	6
DRC1	DRC1	ENSG00000157856	2	8.32E-20	1.041	0	2	0	0	0	0	17	27	9	8
LHFPL2	LHFPL2	ENSG00000145685	5	0.056209	1.041	0	0	0	0	2	3	3	1	3	1
FBXW12	FBXW12	ENSG00000164049	3	7.08E-10	1.041	1	3	0	0	0	0	5	22	4	6
ZNF567	ZNF567	ENSG00000189042	19	1.08E-07	1.041	2	1	0	0	1	6	9	6	4	8
DTD1	DTD1	ENSG00000125821	20	0.0018054	1.041	0	2	0	0	0	5	3	4	1	0
C1orf127	C1orf127	ENSG00000175262	1	1.49E-11	1.041	1	1	0	0	0	0	14	21	11	8
MYH4	MYH4	ENSG00000264424	17	1.04E-55	1.041	5	5	0	0	0	0	53	71	14	18
NDNL2	NSMCE3	ENSG00000185115	15	0.056212	1.041	0	0	0	0	0	4	2	0	2	3
LYAR	LYAR	ENSG00000145220	4	3.76E-07	1.041	0	1	0	0	0	0	22	24	2	10
ZMYM5	ZMYM5	ENSG00000132950	13	0.00016664	1.041	1	1	0	0	0	0	10	15	0	2
CD37	CD37	ENSG00000104894	19	4.39E-06	1.041	0	1	0	0	2	15	3	8	4	4
INADL	PATJ	ENSG00000132849	1	1.19E-50	1.042	4	2	0	0	0	0	42	76	19	23
MKS1	MKS1	ENSG00000011143	17	3.38E-16	1.042	2	1	0	0	1	5	10	21	8	17
LRRC48	DRC3	ENSG00000171962	17	2.50E-09	1.042	2	0	0	0	0	0	8	15	4	3
ZNF713	ZNF713	ENSG00000178665	7	4.35E-06	1.042	2	1	0	0	0	0	7	7	5	9
CCDC181	CCDC181	ENSG00000117477	1	1.95E-10	1.042	0	1	0	0	0	0	11	20	4	10
POMGNT1	POMGNT1	ENSG00000085998	1	1.95E-20	1.042	2	6	0	0	3	5	23	29	8	15
FANCC	FANCC	ENSG00000158169	9	2.79E-13	1.043	2	3	0	0	0	0	7	10	5	8
BIRC5	BIRC5	ENSG00000089685	17	0.055854	1.043	0	0	0	0	2	0	2	1	1	4
C16orf86	C16orf86	ENSG00000159761	16	0.0058052	1.043	0	0	0	0	0	0	0	2	1	3
MTX3	MTX3	ENSG00000177034	5	0.00016475	1.043	0	0	0	0	0	0	1	7	0	1
TOM1	TOM1	ENSG00000100284	22	1.45E-11	1.043	0	1	0	0	4	5	5	9	7	11
GTF2H3	GTF2H3	ENSG00000111358	12	3.04E-08	1.043	2	2	0	0	0	0	14	8	2	6
INS-IGF2	INS-IGF2	ENSG00000129965	11	0.055811	1.043	0	0	0	0	0	0	0	0	0	0
LGALSL	LGALSL	ENSG00000119862	2	0.018392	1.043	0	0	0	0	2	6	1	2	0	4
CCR6	CCR6	ENSG00000112486	6	0.0057867	1.043	0	0	0	0	2	7	2	12	6	6
TRIM31	TRIM31	ENSG00000204616	6	4.32E-06	1.043	0	0	0	0	0	0	1	2	0	1
FGF2	FGF2	ENSG00000138685	4	0.0184	1.043	0	0	0	0	0	0	2	1	0	1
KLHDC8B	KLHDC8B	ENSG00000185909	3	0.001791	1.043	0	1	0	0	9	12	4	7	1	2
TCP11	TCP11	ENSG00000124678	6	1.06E-07	1.043	4	4	0	0	0	0	13	16	4	9
AC003002.6	AC003002.3	ENSG00000269533	19	0.3501	1.043	1	3	0	0	0	0	0	4	1	1
OSTC	OSTC	ENSG00000198856	4	0.018353	1.043	1	1	0	0	1	1	0	2	1	1
TNN	TNN	ENSG00000120332	1	1.57E-28	1.043	3	1	0	0	0	0	25	60	13	20
VSX2	VSX2	ENSG00000119614	14	0.00016481	1.043	0	0	0	0	1	0	4	3	1	2
SDAD1	SDAD1	ENSG00000198301	4	1.83E-20	1.044	1	3	0	0	0	0	16	22	9	14
SHBG	SHBG	ENSG00000129214	17	1.25E-06	1.044	1	1	0	0	0	0	17	27	3	2
ETFDH	ETFDH	ENSG00000171503	4	2.78E-13	1.044	2	4	0	0	0	0	18	9	7	10
SLC17A5	SLC17A5	ENSG00000119899	6	6.85E-10	1.044	0	3	0	0	0	0	10	36	3	9
C1QB	C1QB	ENSG00000173369	1	0.15392	1.044	0	0	0	0	4	7	2	2	3	5
AGA	AGA	ENSG00000038002	4	4.28E-06	1.044	0	0	0	0	0	0	13	13	0	1
BTNL8	BTNL8	ENSG00000113303	5	1.45E-05	1.044	0	0	0	0	0	0	7	7	9	7
LRRC37A	LRRC37A	ENSG00000176681	17	0.00054349	1.044	0	0	0	0	0	0	0	0	0	0
NDUFB9	NDUFB9	ENSG00000147684	8	0.00016312	1.044	0	3	0	0	0	0	13	10	2	2
ADHFE1	ADHFE1	ENSG00000147576	8	8.52E-09	1.045	0	0	0	0	0	0	17	16	4	7
SCARA3	SCARA3	ENSG00000168077	8	2.98E-08	1.045	2	2	0	0	0	0	14	18	7	15
EPHA1	EPHA1	ENSG00000146904	7	1.46E-23	1.045	0	8	0	0	0	0	28	34	11	18
S1PR2	S1PR2	ENSG00000267534	19	0.018286	1.045	0	1	0	0	2	9	2	3	2	8
SIRT3	SIRT3	ENSG00000142082	11	0.00016261	1.045	0	0	0	0	0	0	6	11	10	7
CLEC18B	CLEC18B	ENSG00000140839	16	1.24E-06	1.045	0	0	0	0	0	0	0	0	0	0
OXA1L	OXA1L	ENSG00000155463	14	1.87E-10	1.045	0	1	0	0	0	0	7	29	3	6
